id,title_www,title_demo,frequency_www,frequency_demo
5af12108a3a7295e54c41a21,Répertoire des ressources documentaires du ministère de la Culture,Répertoire des ressources documentaires du ministère de la Culture,unknown,punctual
5af12108b595080488bcde6a,Opérations archéologiques dans la région Pays de la Loire,Opérations archéologiques dans la région Pays de la Loire,unknown,punctual
5af1210ab595080488bcde6b,Liste des établissements de l'enseignement supérieur culture,Liste des établissements de l'enseignement supérieur culture,unknown,punctual
5af1210da3a7295e54c41a23,Archives publiques en France : données statistiques,Archives publiques en France : données statistiques,unknown,punctual
5af1210fb595080488bcde6e,Photographies série « Monuments historiques » de 1851 à 1914,Photographies série « Monuments historiques » de 1851 à 1914,unknown,punctual
5af12110a3a7295e54c41a25,Rendez-vous Hip Hop 2018,Rendez-vous Hip Hop 2018,unknown,punctual
5af12112b595080488bcde6f,Année européenne du patrimoine culturel 2018 (1e édition),Année européenne du patrimoine culturel 2018 (1e édition),unknown,punctual
5b175c59b59508473e15c490,Financements de travaux sur les immeubles protégés dans la région Pays de la Loire (2014-2017),Financements de travaux sur les immeubles protégés dans la région Pays de la Loire (2014-2017),unknown,punctual
5b228739c751df5132e7fa55,Les  données du hackathon des Archives nationales,Les  données du hackathon des Archives nationales,punctual,punctual
5b448216a3a729752eb11d6f,Collections des musées de France : base Joconde,Collections des musées de France : base Joconde,weekly,weekly
5b51825fa3a72936dfe1c340,Panorama des festivals,Panorama des festivals,unknown,punctual
5b98ec1806e3e74b212ffd31,Établissements de l’enseignement supérieur artistique : les partenariats internationaux,Établissements de l’enseignement supérieur artistique : les partenariats internationaux,unknown,punctual
5bb834e89ce2e7693d2456a5,Liste des publications de presse,Liste des publications de presse,monthly,monthly
5bc6cf339ce2e72581422d3e,Liste des agences de presse agréées,Liste des agences de presse agréées,unknown,punctual
5bc6cf3a9ce2e72581422d3f,Liste des services de presse en ligne reconnus,Liste des services de presse en ligne reconnus,monthly,monthly
5c3538da9ce2e7459c6d765a,Les bibliothèques des collectivités territoriales : adresses et données d’activité,Les bibliothèques des collectivités territoriales : adresses et données d’activité,annual,annual
5c3ece5906e3e726e94cc62c,Nuit de la Lecture 2019,Nuit de la Lecture 2019,unknown,punctual
5c5e55799ce2e76ae9b7f491,Aides à la presse : classement des principaux groupes de presse aidés,Aides à la presse : classement des principaux groupes de presse aidés,unknown,punctual
5c5e558f06e3e7266c232bba,Aides à la presse : classement des titres de presse aides,Aides à la presse : classement des titres de presse aides,unknown,punctual
5c67b11f06e3e727a17bb849,Fonds de soutien à l'émergence et à l'innovation dans la presse,Fonds de soutien à l'émergence et à l'innovation dans la presse,annual,annual
5c89d1f49ce2e742e0e27c29,Annuaire des services d'archives publiques en France,Annuaire des services d'archives publiques en France,continuous,continuous
5c90a51306e3e731ee4d34ca,Liste des Maisons des illustres,Liste des Maisons des illustres,unknown,punctual
5cdf85489ce2e771b4bdb17c,Nuit des musées 2019,Nuit des musées 2019,unknown,punctual
5cf891869ce2e70a5346d3fc,Fête de la musique 2019,Fête de la musique 2019,unknown,punctual
5d12ee8206e3e762c0c89a4c,Répertoire des Musées de France : base Muséofile,Répertoire des Musées de France : base Muséofile,weekly,weekly
5d2d4e639ce2e74ea890b662,Données essentielles des conventions de subvention,Données essentielles des conventions de subvention,unknown,punctual
5d36c3696f44413d42ff4264,Règles juridiques d’accès aux documents publics,Règles juridiques d’accès aux documents publics,punctual,punctual
5d64ab839ce2e74ef0d00585,Journées Européenes du Patrimoine - JEP 2019,Journées Européenes du Patrimoine - JEP 2019,unknown,punctual
5d805a9a06e3e71a790e40e2,Journées Européenes du Patrimoine - JEP 2018,Journées Européenes du Patrimoine - JEP 2018,unknown,punctual
5df8541b06e3e708c2fac9cf,Nuit de la lecture 2020,Nuit de la lecture 2020,unknown,punctual
5dfd9aa3dee7e743bf8c3ede,Nuit de la lecture 2020,Nuit de la lecture 2020,unknown,punctual
5e27c8e2dee7e70ed425e8d6,Liste des Musées de France,Liste des Musées de France,unknown,punctual
5ed720621bca55ea7d179ef6,Somme des dix plus hautes rémunérations directement versées par le ministère de la Culture,Somme des dix plus hautes rémunérations directement versées par le ministère de la Culture,unknown,punctual
5ee2fe1cba88d5c5a1179ef2,Liste des jardins remarquables,Liste des jardins remarquables,daily,daily
5eed8a0711125060874fc1c2,#Culturecheznous,#Culturecheznous,unknown,punctual
5efd5bedac178b708badc549,Bibliographie d’architecture contemporaine,Bibliographie d’architecture contemporaine,unknown,punctual
5efead8bb641831f9dadc547,Thésaurus de l’iconographie chrétienne,Thésaurus de l’iconographie chrétienne,unknown,punctual
5f1bae655d1bd1ac4a6dcf10,Documentation d’architecture,Documentation d’architecture,unknown,punctual
5f3f46ed5216ff1fa758be26,Nuit des musées 2020,Nuit des musées 2020,unknown,punctual
5f40987a71906fe72c58be26,Journées européenes du patrimoine - JEP 2020,Journées européenes du patrimoine - JEP 2020,unknown,punctual
5f7fe0822a00717c597ce91e,Activité des services d’archives en France,Activité des services d’archives en France,annual,annual
5fc9b4729dbf684fecb13bae,Licences et demandes de licences d'entrepreneurs de spectacles vivants,Déclarations des entrepreneurs de spectacles vivants,daily,daily
6042fe6ba3ef9e914a7ce5a3,Liste des édifices labellisés « Architecture contemporaine remarquable » (ACR),Liste des édifices labellisés « Architecture contemporaine remarquable » (ACR),weekly,weekly
60a48db81b21780934f75ba2,Les protocoles de remise des archives des cabinets présidentiels et ministériels 1976-2020,Les protocoles de remise des archives des cabinets présidentiels et ministériels 1976-2020,unknown,punctual
60c03d2332fb81d6b12fcb3b,Les expositions itinérantes empruntables dans les services d’archives,Les expositions itinérantes empruntables dans les services d’archives,unknown,punctual
60c82683c235ca0dca2fcb3b,Nuit des musées 2021,Nuit des musées 2021,unknown,punctual
60cc1a66b5b801fb222fcb3b,Les dénaturalisés de Vichy,Les dénaturalisés de Vichy,unknown,punctual
6125c059dc295c5407ef6a5b,Les activités culturelles et pédagogiques dans les services d’archives,Les activités culturelles et pédagogiques dans les services d’archives,unknown,punctual
613835ed50587f0e7d2bd965,Journées européenes du patrimoine - JEP 2021,Journées européenes du patrimoine - JEP 2021,unknown,punctual
615bcdd729be9185b3b0681a,Liste des objets protégés au titre des Monuments historiques,Liste des objets protégés au titre des Monuments historiques,weekly,weekly
61777ddaa9101d073e5506cd,Base des lieux et équipements culturels (Basilic),Base des lieux et équipements culturels (Basilic),unknown,punctual
61b4226ca5919d3b718b8e9e,Catalogue des données du ministère de la Culture,Catalogue des données du ministère de la Culture,unknown,punctual
61bd5cf2183f79b0098b8e9e,Les usagers en ligne des services : données des enquêtes 2014 et 2021,Les usagers en ligne des services : données des enquêtes 2014 et 2021,unknown,punctual
61f4bbdba5c031406f952887,Liste des expositions ayant reçu le label « Exposition d’Intérêt National »,Liste des expositions ayant reçu le label « Exposition d’Intérêt National »,annual,annual
62676ea6a33822fcdcf11a3b,Nuit européenne des musées 2022,Nuit européenne des musées 2022,unknown,punctual
628da9fd2d1c0c5b031c1aae,Indicateurs socio-économiques régionaux,Indicateurs socio-économiques régionaux,unknown,punctual
628da9fdef366eb8a2c7fd48,"Pensions et secours aux combattants et victimes des révolutions de 1789, 1830 et 1848","Pensions et secours aux combattants et victimes des révolutions de 1789, 1830 et 1848",never,never
628da9ff6a98df840ec7fd48,Bannissement des députés de la Convention nationale ayant voté la mort du roi Louis XVI (1816),Bannissement des députés de la Convention nationale ayant voté la mort du roi Louis XVI (1816),notPlanned,punctual
628da9ff836d8bf454c7fd48,Liste des sites patrimoniaux remarquables (SPR),Liste des sites patrimoniaux remarquables (SPR),annual,annual
628da9ffef366eb8a2c7fd49,"Imprimeurs, libraires et lithographes en France au 19e siècle","Imprimeurs, libraires et lithographes en France au 19e siècle",irregular,irregular
62b6885593d5659857a1f84c,Enquêtes sur les moulins de 1794 à 1809,Enquêtes sur les moulins de 1794 à 1809,notPlanned,punctual
62b6885766e6c0f18fa1f849,Moulins et meuniers en 1801,Moulins et meuniers en 1801,notPlanned,punctual
62b6885976485f1b15a1f84a,Tombes militaires de 1870-1871,Tombes militaires de 1870-1871,notPlanned,punctual
62ba7ce5f275fa925aa1f848,Déplacements des présidents de la République et des premiers ministres depuis 1945,Déplacements des présidents de la République et des premiers ministres depuis 1945,irregular,irregular
62cf95993d99f22480f49334,Liste des festivals en France,Liste des festivals en France,irregular,irregular
62d237d5b09788e8dcf49334,Test-ra JEP 2021 copie,Test-ra JEP 2021 copie,unknown,punctual
62da21021d3f7025e69ef260,Dépenses culturelles des communes,Dépenses culturelles des communes,unknown,punctual
62da21042f59d0160d9ef260,Journées européennes du patrimoine - JEP 2022,Journées européennes du patrimoine - JEP 2022,unknown,punctual
6308455a35e36b025049e2dc,Nuits de la lecture 2022,Nuits de la lecture 2022,unknown,punctual
633518ec6b559831b7eacfa4,Dépenses du ministère de la Culture par département,Dépenses du ministère de la Culture par département,unknown,punctual
633518ec7d88ad6fb4eacfa4,Dépenses culturelles des régions par secteur,Dépenses culturelles des régions par secteur,unknown,punctual
633518ec7d88ad6fb4eacfa5,Dépenses culturelles des régions (total),Dépenses culturelles des régions (total),unknown,punctual
633518ecb5deca30cdeacfa4,Dépenses du ministère de la Culture en région,Dépenses du ministère de la Culture en région,unknown,punctual
633669cc67e8653a40eacfa6,Dispositif Premières pages par département,Dispositif Premières pages par département,unknown,punctual
633669cd02685f4c8beacfa5,Contrats départementaux lecture,Contrats départementaux lecture,unknown,punctual
633bafd227f49e4e8f8c0d3f,Dispositif Premières pages par commune,Dispositif Premières pages par commune,unknown,punctual
633bafd4a3f5260a3ceacfa6,Plan de relance : projets soutenus par le ministère de la Culture,Plan de relance : projets soutenus par le ministère de la Culture,unknown,punctual
633bafd527f49e4e8f8c0d40,Dispositif Premières pages par intercommunalité,Dispositif Premières pages par intercommunalité,unknown,punctual
6340f6052cbb8188ebeacfa4,Dépenses culturelles des départements par secteur,Dépenses culturelles des départements par secteur,unknown,punctual
6340f606a6550b8bf4eacfa4,Dépenses culturelles des départements,Dépenses culturelles des départements,unknown,punctual
6340f606d04658a4a4eacfa4,Dépenses culturelles des intercommunalités par secteur,Dépenses culturelles des intercommunalités par secteur,unknown,punctual
6340f607b1c7e116b5eacfa4,Dépenses culturelles des intercommunalités,Dépenses culturelles des intercommunalités,unknown,punctual
6340f607d04658a4a4eacfa5,Dépenses culturelles des communes (2019-2020),Dépenses culturelles des communes (2019-2020),unknown,punctual
6348dfd167b474a8a5eacfa4,Accès anticipé aux archives publiques,Accès anticipé aux archives publiques,annual,annual
6350c885ecad6abcaa90f68f,JO 2024 : EPCI labellisés Terres de jeux 2024,JO 2024 : EPCI labellisés Terres de jeux 2024,unknown,punctual
6350c886dbe7e0f35f90f68e,Entreprises : évolution du chiffre d'affaires 2020 des librairies,Entreprises : évolution du chiffre d'affaires 2020 des librairies,unknown,punctual
6350c887210de3789f90f68e,Entreprises : évolution du chiffre d'affaires 2020 du spectacle vivant,Entreprises : évolution du chiffre d'affaires 2020 du spectacle vivant,unknown,punctual
6350c8872ca4725b1d90f68e,JO 2024 : départements labellisés Terres de jeux 2024,JO 2024 : départements labellisés Terres de jeux 2024,unknown,punctual
6350c887cec32b14bc90f68e,JO 2024 : régions labellisées Terres de jeux 2024,JO 2024 : régions labellisées Terres de jeux 2024,unknown,punctual
6350c887d95d644f9c487174,JO 2024 : communes labellisées Terres de jeux 2024,JO 2024 : communes labellisées Terres de jeux 2024,unknown,punctual
6350c887ecad6abcaa90f690,Entreprises : évolution du chiffres d'affaires 2020 des salles de cinémas,Entreprises : évolution du chiffres d'affaires 2020 des salles de cinémas,unknown,punctual
6358b1057280fb6a2a90f68e,Emploi : Actifs des secteurs culturels par région,Emploi : Actifs des secteurs culturels par région,unknown,punctual
6358b1077649e63c98487174,Entreprises : Nombre d'établissements culturels actifs par région,Entreprises : Nombre d'établissements culturels actifs par région,unknown,punctual
635a0251ae37fbcc1290f691,Emploi : Professions culturelles par département,Emploi : Professions culturelles par département,unknown,punctual
635a0251dc41dc073190f68f,Emploi : Actifs des secteurs culturels par zone d'emploi,Emploi : Actifs des secteurs culturels par zone d'emploi,unknown,punctual
635a0251dc41dc073190f690,Entreprises : Salariés des secteurs culturels par région,Entreprises : Salariés des secteurs culturels par région,unknown,punctual
635a0251e708959bd890f68e,Emploi : Actifs des secteurs culturels par département,Emploi : Actifs des secteurs culturels par département,unknown,punctual
635a0252f931c40e6390f68f,Emploi : Professions culturelles par zone d'emploi,Emploi : Professions culturelles par zone d'emploi,unknown,punctual
635a0254f931c40e6390f690,Entreprises : Nombre d'établissements culturels actifs par département,Entreprises : Nombre d'établissements culturels actifs par département,unknown,punctual
635a02558c0544dea690f690,Entreprises : Salariés des secteurs culturels par zone d'emploi,Entreprises : Salariés des secteurs culturels par zone d'emploi,unknown,punctual
635a0255905f648a9e90f68e,Entreprises : Salariés des secteurs culturels par département,Entreprises : Salariés des secteurs culturels par département,unknown,punctual
635a0255ae37fbcc1290f692,Emploi : Professions culturelles par région,Emploi : Professions culturelles par région,unknown,punctual
635a02568c0544dea690f691,Entreprises : Nombre d'établissements culturels actifs par zone d'emploi,Entreprises : Nombre d'établissements culturels actifs par zone d'emploi,unknown,punctual
6369d49e0096a79ab7f64c85,Revendications et restitutions d’archives publiques,Revendications et restitutions d’archives publiques,unknown,punctual
63994ae99eefb363aec8cd1d,"Pièces de théâtre écrites par des femmes, et représentées à Paris entre 1809 et 1906","Pièces de théâtre écrites par des femmes, et représentées à Paris entre 1809 et 1906",irregular,irregular
63a5287d98eba18a5da80dc8,"Base Autor, ressources biographiques et identification des auteurs","Base Autor, ressources biographiques et identification des auteurs",unknown,punctual
63c61dcb633c6fe129f0b7db,Voyages officiels de personnalités étrangères en France (1944-2018),Voyages officiels de personnalités étrangères en France (1944-2018),irregular,irregular
63ec58db86b5c1d12a1a2e1c,"Label ""patrimoine européen""","Label ""patrimoine européen""",unknown,punctual
63ec58de3c8c492d2d1a2e1b,Itinéraires culturels du Conseil de l’Europe,Itinéraires culturels du Conseil de l’Europe,unknown,punctual
642e445d0d25370b8c538672,Préfets et préfètes français depuis 1800,Préfets et préfètes français depuis 1800,irregular,irregular
643e1636a4d39d1a7a538672,Rendez-vous aux jardins 2023,Rendez-vous aux jardins 2023,unknown,punctual
643e163ba4d39d1a7a538673,Nuit européenne des musées 2023,Nuit européenne des musées 2023,unknown,punctual
64420a8318228ca8eb2ca03c,Chiffres clés dans le secteur du livre,Chiffres clés dans le secteur du livre,annual,annual
645b17000fe2ea7c74a08435,Dossiers nominatifs du fichier central de la Sûreté nationale (1870-1940),Dossiers nominatifs du fichier central de la Sûreté nationale (1870-1940),irregular,irregular
645dba566328c14734f10162,Notices d'Images du Centre de recherche et de restauration des musées de France (C2RMF),Notices d'Images du Centre de recherche et de restauration des musées de France (C2RMF),semiannual,semiannual
645dba5e689c8bd47ea0842c,Notices de documents du Centre de recherche et de restauration des musées de France (C2RMF),Notices de documents du Centre de recherche et de restauration des musées de France (C2RMF),semiannual,semiannual
645dba61b96d7efc86f10162,Notices d'oeuvres du Centre de recherche et de restauration des musées de France (C2RMF),Notices d'oeuvres du Centre de recherche et de restauration des musées de France (C2RMF),semiannual,semiannual
6476c67db705583749613674,Liste des organismes bénéficiant de l'exception au droit d’auteur en faveur des personnes en situation de handicap,Liste des organismes bénéficiant de l'exception au droit d’auteur en faveur des personnes en situation de handicap,unknown,punctual
64ae255bbc600d7a3468ee64,Dépenses culturelles des régions,Dépenses culturelles des régions,unknown,punctual
64bf48ef0f6336d5979f7201,Journées européennes du patrimoine 2023,Journées européennes du patrimoine 2023,unknown,punctual
64d30fc7a4b93f07e39f7201,Veille internationale du ministère de la Culture,Veille internationale du ministère de la Culture,monthly,monthly
64f94bd6fe99708f22ae9bff,Cartographie des démarches du ministère de la Culture accessibles en ligne,Cartographie des démarches du ministère de la Culture accessibles en ligne,annual,annual
64ffe26548c71b35f5bedb7a,Aide au pluralisme des services de presse tout en ligne,Aide au pluralisme des services de presse tout en ligne,annual,annual
64ffe268165699ecb9ae9bff,Aide au pluralisme des titres ultramarins,Aide au pluralisme des titres ultramarins,annual,annual
651e3557c5f0fe7fee6e33b0,Dépenses culturelles des communes,Dépenses culturelles des communes,unknown,punctual
651e35587d7cd2bd756e33b0,Les publications scientifiques dans les services d’archives,Les publications scientifiques dans les services d’archives,unknown,punctual
6545c1e0bcab951e5a4090dd,Fréquentation des monuments nationaux,Fréquentation des monuments nationaux,unknown,punctual
654efe0576333b96fdf2beac,La circulation des archives en Europe et hors Europe : suivi mensuel des ventes aux enchères,La circulation des archives en Europe et hors Europe : suivi mensuel des ventes aux enchères,unknown,punctual
656021161c89036d00a6435b,Mentions d’événements climatiques et naturels dans les archives depuis la fin du XVIIIe siècle,Mentions d’événements climatiques et naturels dans les archives depuis la fin du XVIIIe siècle,irregular,irregular
656565de619420d81ca3e3dc,Les aides déconcentrées au spectacle vivant (ADSV),Les aides déconcentrées au spectacle vivant (ADSV),unknown,punctual
657294f9cb30bf6cab745388,Vocabulaires du ministère de la Culture,Vocabulaires du ministère de la Culture,unknown,punctual
6573e6765c8fb12f7a16f252,La circulation des archives en Europe et hors Europe : suivi des demandes de sortie du territoire,La circulation des archives en Europe et hors Europe : suivi des demandes de sortie du territoire,annual,annual
6573e67e5c8fb12f7a16f253,Aide à l'itinérance des cirques de création,Aide à l'itinérance des cirques de création,unknown,punctual
6573e67f05ed2c02b4d630ac,Aides nationales à la création pour les arts du cirque et pour les arts de la rue,Aides nationales à la création pour les arts du cirque et pour les arts de la rue,unknown,punctual
6573e67f33c6a8a6ffd630ac,Aides au Compagnonnage Plateau et Auteur,Aides au Compagnonnage Plateau et Auteur,unknown,punctual
6573e67f509cbbd22ed630ac,Aides à l'itinérance des cirques de famille,Aides à l'itinérance des cirques de famille,unknown,punctual
658509e59db812017fac1832,Plans cadastraux des immeubles de Paris 1809-1856,Plans cadastraux des immeubles de Paris 1809-1856,irregular,irregular
65962d7b574fe6e46fac1833,Les aides déconcentrées pour l’Eté Culturel,Les aides déconcentrées pour l’Eté Culturel,annual,annual
659d7d8e9a5ff8cfcbdf109a,Règles juridiques d’accès aux documents publics,Règles juridiques d’accès aux documents publics,continuous,continuous
659d7d919a5ff8cfcbdf109b,francearchives.fr - Les lieux des archives,francearchives.fr - Les lieux des archives,unknown,punctual
