id.ressource;id.dataset;title.dataset_x;title.dataset_y;description.dataset;tags.dataset
2610916e-6d08-4c5b-807e-62d4e375f5af;656565de619420d81ca3e3dc;Les aides déconcentrées au spectacle vivant (ADSV);Les aides déconcentrées au spectacle vivant (ADSV);"**Les aides aux équipes artistiques** sont attribuées par le ministère de la Culture dans le cadre du dispositif réglementaire des [Aides Déconcentrées au Spectacle Vivant (ADSV)](https://www.culture.gouv.fr/Demarches-en-ligne/Par-type-de-demarche/Subvention/Aides-aux-equipes-independantes-aides-deconcentrees-au-spectacle-vivant-ADSV). Les aides sont instruites et décidées par les Directions Régionales des Affaires Culturelles (DRAC) selon deux types d’aides : ponctuelles autour d’un projet de création (aide au projet) ou pluriannuelles autour d’un programme d’activités artistiques et culturelles (conventionnement, dont la durée peut varier de 2 à 4 ans).  
Le montant des aides varie selon le volume d’activités de la structure, son modèle économique, le parcours de l’artiste et le type de répertoire et de formats proposés.  
  
**Pour la danse et le théâtre** : certaines équipes sont accompagnées directement par l’administration centrale (DGCA : Direction générale de la création artistique) dans le cadre du dispositif d’accompagnement d’artistes ayant dirigé des établissements labellisés ou des établissements publics.   
  
**Pour toute précision sur ces données** , veuillez-vous rapprocher de la :  
Délégation à la musique : delegationmusique@culture.gouv.fr  
Délégation au théâtre et aux arts associés : delegation-theatre@culture.gouv.fr  
Délégation à la danse : delegation-danse-DGCA@culture.gouv.fr";aide,spectacle-vivant
1ef5c857-2185-4c06-a928-5e4c5603754a;656021161c89036d00a6435b;Mentions d’événements climatiques et naturels dans les archives depuis la fin du XVIIIe siècle;Mentions d’événements climatiques et naturels dans les archives depuis la fin du XVIIIe siècle;"Les documents d’archives contiennent de nombreuses mentions de catastrophes climatiques ou d’événements naturels, bien avant que la législation s’empare de la question de l’indemnisation des victimes des _calamités_ publiques ou agricoles. 

Le jeu de données mis à disposition ici est une liste d’événements datés et localisés, élaborée à partir d’informations disséminées dans des inventaires des Archives nationales.

Il contient les informations suivantes :

  * Type d’événement : liste fermée à partir des termes utilisés dans les dossiers ;
  * Contenu : description figurant dans les inventaires d’archives ;
  * Département : départements français actuels (plus Algérie) ;
  * Numéro de département ;
  * Année ;
  * Lieu : commune(s) mentionnée(s) le cas échéant ; 
  * Date de début : sous la forme AAAA-MM-JJ, bien que la plupart des dates ne contiennent qu'une indication de mois ;
  * Date de fin : sous la forme AAAA-MM-JJ ;
  * Groupe : ensemble documentaire dépouillé ;
  * URL de la notice : notice sur le portail documentaire des Archives nationales ;
  * Cote ;
  * Identifiant unique.  




  
Ce jeu de données ne prétend pas être un relevé exhaustif des événements d’une période. Il vise à mettre à disposition des faits datés et localisés, afin de favoriser l’exploitation d’autres contenus (archives de presse, documents conservés dans des services d’archives publiques, etc.). Pour les années 1950 et 1960 par exemple, seuls ont été retenus des événements pour lesquels il existe un dossier avec plusieurs pièces. Les dossiers chronologiques contenant des arrêtés préfectoraux de classement de commune en état de calamités publiques n'ont pas été relevés ; les épizooties de fièvre aphteuse, endémiques durant ces années, n'ont pas non plus été prises en compte.  
  
Les données mises à disposition concernent (au 20 novembre 2023) le dépouillement de deux groupes de dossiers :  


  * **Travaux de restauration des cathédrales au 19e siècle** : 235 événements répertoriés dans les dossiers de travaux des cathédrales en France entre 1800 et 1905 (archives de l’ancienne direction des cultes) ;
  * **Calamités publiques (1950-1968)** : 779 événements répertoriés (archives de la direction départementale et communale – ancêtre de la direction générale des collectivités locales).



Ce jeu de données est appelé à être mis à jour ultérieurement avec d’autres dépouillements.  
  
La loi du 13 juillet 1982 relative à l’indemnisation des victimes de catastrophes naturelles modifie la législation antérieure modifie le régime réglementaire antérieur (loi n°48-1516 du 26 septembre 1948, modifiée par la loi n°50-960 du 8 août 1950 , loi du 4 août 1956 créant un fonds de secours aux victimes de sinistres et de calamités, loi du 10 juillet 1964 sur les calamités agricoles). Les dossiers « papier » de la reconnaissance de l’état de catastrophe naturelle qui résultent de la loi de 1982 sont archivés aux Archives nationales. Les données sont disponibles en open data via la base ""[Gestion ASsistée des Procédures Administratives relatives aux Risques (GASPAR)](https://www.data.gouv.fr/fr/datasets/base-nationale-de-gestion-assistee-des-procedures-administratives-relatives-aux-risques-gaspar/#/resources)"".";19e-siecle,20e-siecle,archives,catastrophe-naturelle,climat,histoire
4b6182c9-1989-456f-925c-d98bd363cee7;6545c1e0bcab951e5a4090dd;Fréquentation des monuments nationaux;Fréquentation des monuments nationaux;"Fréquentation des monuments nationaux de 2019 à 2022 : nombre d'entrées payantes, gratuites et totales. Les chiffres sont arrondis à la dizaine.  


NB : le domaine national de Chambord n'est pas administré par le Centre des monuments nationaux.

Pour en savoir plus, vous pouvez consulter l'édition 2023 de [Patrimostat](https://www.culture.gouv.fr/Thematiques/Etudes-et-statistiques/Publications/Collections-de-synthese/Patrimostat/Patrimostat-2023), et le site du [Centre des monuments nationaux](https://www.monuments-nationaux.fr/).  


Source : Centre des monuments nationaux, Deps-doc, 2023.";frequentation,monument-national,patrimoine
007514be-2f82-4cf8-bd34-ac7a551aafef;651e35587d7cd2bd756e33b0;Les publications scientifiques dans les services d’archives;Les publications scientifiques dans les services d’archives;"Chaque année, les services d'archives font paraître plusieurs centaines d'ouvrages de grande qualité éditoriale et scientifique. Il s'agit, dans la majeure partie des cas, de catalogues richement illustrés qui prolongent les expositions organisées par les services, ainsi que d'ouvrages de recherche (actes de colloques et journées d'étude, monographies). On trouve également des publications à vocation pédagogique, principalement destinées aux publics scolaires.  
Le jeu de données présente, région par région, les publications produites par les services d’archives : titre, type de publication, service concerné, disponibilité de la publication en ligne le cas échéant.

Lien complémentaire : <https://francearchives.gouv.fr/fr/section/28204596>

Le jeu de données est mis à jour annuellement.";action-culturelle,action-pedagogique,archives
d7307e39-c2e7-4a42-8685-a9f245fdea19;651e3557c5f0fe7fee6e33b0;Dépenses culturelles des communes;Dépenses culturelles des communes;"**Dépenses culturelles des communes de 3 500 habitants ou plus en 2019 et 2020** : dépenses culturelles de fonctionnement, dépenses culturelles d'investissement, en milliers d'euros, en euros par habitant et en pourcentage des dépenses totales pour chaque commune.

NB : les dépenses de fonctionnement sont destinées au fonctionnement courant de la collectivité, de ses services et des activités culturelles qu'elle finance ; les dépenses d'investissement comprennent des opérations qui modifient la consistance ou la valeur du patrimoine de la collectivité (constructions, gros aménagements, travaux d'infrastructure, achats de biens ""durables"", etc.).

**Millésime : 2019, 2020**  


NB : pour 2020, seules les dépenses des communes de plus de 3 500 habitants sont identifiées.

Libellés des valeurs du champ ""Nature_EPCI"" : CA (communauté d’agglomération) ; CC (communauté de communes) ; CU (communauté urbaine) ; ME (métropole) ; EPT (établissement public territorial).   
Depenses_F : dépenses de fonctionnement ; Depenses_I : dépenses d'investissement.  


**Source** : comptes de gestion 2019 des communes, Direction générale des finances publiques, ministère chargé de l’Économie, traitement Deps-Doc, ministère de la Culture, 2023";atlas-culture,depense-culturelle,organisations
ea9eab5e-6a34-4afb-b6b6-e7e0d89a3538;64ffe268165699ecb9ae9bff;Aide au pluralisme des titres ultramarins;Aide au pluralisme des titres ultramarins;"Liste des titres de presse bénéficiant de l'aide au pluralisme des titres ultramarins.  


L'aide au pluralisme des titres ultramarins, qui a été créée par le décret n° 2021-1067 du 10 août 2021, s’inscrit dans le cadre du plan de filière « presse » voulu par le Président de la République. Il vise à faciliter l’accès des habitants d’outre-mer à la presse d’information politique et générale, conformément à l’objectif de valeur constitutionnelle de pluralisme de la presse.";aide,presse
90207bad-994d-4998-8cac-531842a709f8;64ffe26548c71b35f5bedb7a;Aide au pluralisme des services de presse tout en ligne;Aide au pluralisme des services de presse tout en ligne;"Liste des titres de presse bénéficiant de l'aide au pluralisme des services de presse tout en ligne (SPTEL).  
  
L'aide au pluralisme des SPTEL, qui a été créée par le décret n° 2021-16666 du 15 décembre 2021, vise à soutenir ces services de presse afin d'encourager le développement de leur activité éditoriale, de garantir la soutenabilité de leur modèle économique et de permettre l'accès à une presse de qualité et au pluralisme des idées. Le dispositif vise tous les types d'offres : payantes, gratuites ou mixtes.";aide,presse
a6a6a5cc-5c7f-4539-ac84-7f17abe32192;64f94bd6fe99708f22ae9bff;Cartographie des démarches du ministère de la Culture accessibles en ligne;Cartographie des démarches du ministère de la Culture accessibles en ligne;"Cartographie des démarches du ministère de la Culture accessibles en ligne (Mes Démarches, Démarches Simplifiées, site tiers). 

Ce document permet de visualiser l'état de la dématérialisation, le service porteur de la démarche, le lien d'accès au formulaire en ligne (fiche de présentation), etc.

Liste des champs : RÉF. INTERNE, INTITULÉ DE LA DÉMARCHE, STATUT FORMULAIRE, TYPE DE DÉMARCHE, TYPE DE SUBVENTION, BOP (budget opérationnel de programme, THÉMATIQUE / POLITIQUE PUBLIQUE, RÉGIONS CONCERNÉES, DG PORTEUSE, TEMPORALITÉ DE LA DÉMARCHE, PORTAIL / HÉBERGEMENT, VOLUMÉTRIE TOTALE ESTIMÉE, LIEN PAGE DE PRÉSENTATION HUB, PAGE THÉMATIQUE CULTURE.GOUV (si existante, lien dans bouton ""En savoir plus"").";demarche,organisations
18a0c6fc-0ad3-4091-a51a-d8e8f3194482;64d30fc7a4b93f07e39f7201;Veille internationale du ministère de la Culture;Veille internationale du ministère de la Culture;"La Mission de la politique documentaire du ministère de la Culture publie chaque mois en données ouvertes les résultats de sa veille internationale. **  
**  
Retrouvez ainsi sous**forme cartographique** une sélection d'articles issus des **acteurs culturels** et de la **presse étrangère** concernant les politiques culturelles des différents pays du monde.  


Corpus : 

  * sources locales et internationales 
  * sources gratuites ou en accès partiel
  * trois langues : français, anglais, espagnol



Les données des filtres sont classées par ordre alphabétique, **n'hésitez pas à dérouler les listes**. L'affichage du nombre de données étant limité, certaines listes peuvent être tronquées. 

Initiée en avril 2023, cette veille est susceptible d'évolutions : n'hésitez pas à nous contacter pour toute suggestion d'amélioration à l'adresse [diane.gaudron@culture.gouv.fr](mailto:diane.gaudron@culture.gouv.fr?subject=Veille%20internationale%20-%20Data%20culture)";organisations
8d8394d5-3be0-46ab-973e-0ada35dfe223;64bf48ef0f6336d5979f7201;Journées européennes du patrimoine 2023;Journées européennes du patrimoine 2023;"Programme pour la 40e édition des Journées européennes du patrimoine (JEP) qui auront lieu les 16 et 17 septembre 2023. Pour en [savoir plus](https://journeesdupatrimoine.culture.gouv.fr/).

Ce jeu de données est mis à jour quotidiennement.";evenement,patrimoine
ac46400b-7e41-416e-84a0-a60d4c566210;64ae255bbc600d7a3468ee64;Dépenses culturelles des régions;Dépenses culturelles des régions;"**Dépenses culturelles des régions de 2014 à 2021** : dépenses totales, pour collectivité régionale (y compris collectivité territoriale unique de Guyane, Martinique et collectivité de Corse). 

**Source** : comptes de gestion 2014-21 des régions, Direction générale des finances publiques, ministère chargé de l’Économie, traitement Deps-Doc, ministère de la Culture, 2023";atlas-culture,depense-culturelle,organisations
191f90e8-a390-4d40-8150-7b3c36b76b06;6476c67db705583749613674;Liste des organismes bénéficiant de l'exception au droit d’auteur en faveur des personnes en situation de handicap;Liste des organismes bénéficiant de l'exception au droit d’auteur en faveur des personnes en situation de handicap;L’exception au droit d’auteur en faveur des personnes handicapées est définie aux articles [L.122-5](https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000033219336/2017-03-06), [L.122-5-1](https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000032856479/2017-03-06),[L.122-5-2](https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000032856481/2017-03-06) et [R. 122-13 à R. 122-22](https://www.legifrance.gouv.fr/codes/id/LEGISCTA000034103596) du code de la propriété intellectuelle. Celle-ci permet aux organismes habilités de produire ou de communiquer des documents adaptés à des personnes en situation handicap dans les conditions définies par la loi. Les principes de ce dispositif sont décrits sur le [site du ministère de la Culture.](https://www.culture.gouv.fr/Thematiques/Livre-et-lecture/Les-politiques-de-soutien-a-l-economie-du-livre/L-exception-au-droit-d-auteur-en-faveur-des-personnes-handicapees/Les-principes-de-l-exception-handicap-au-droit-d-auteur);livre-lecture
922c5dd5-48c0-415b-a2f6-cabfd7bf1832;645dba61b96d7efc86f10162;Notices d'oeuvres du Centre de recherche et de restauration des musées de France (C2RMF);Notices d'oeuvres du Centre de recherche et de restauration des musées de France (C2RMF);"Le centre de recherche et de restauration des musées de France (C2RMF) met en œuvre, en liaison avec les conservateurs responsables des collections, la politique du service des musées de France de la direction générale des patrimoines en matière de recherche, de conservation préventive et de restauration des collections des musées de France.

Le département archives et bibliothèque constitue et conserve une documentation sur les matériaux, les techniques et la restauration des œuvres des institutions publiques décrites dans la base EROS (Europeen research open system).

Ce jeu de données permet l'accès aux notices des œuvres venues au Centre en restauration et/ou en analyse.

Chaque œuvre dispose d'un identifiant unique (numéro de référence C2RMF) qui se trouve dans les trois jeux de données.

Ces données sont proposés sous Licence ouverte (Etalab), c'est-à-dire gratuitement et dans des formats ouverts qui en permettent la réutilisation, tout en respectant la législation en vigueur (respect des différents secrets et intérêts protégés par la loi).

Les dossiers sont uniquement consultables sur place et sur rendez-vous à prendre auprès de l’adresse mail suivante : rv-doc.paris-c2rmf@culture.gouv.fr .  


En savoir plus :  <https://c2rmf.fr/venir-au-centre-de-documentation>";musees
d0f336f8-7592-4dc1-a881-4dc93c9c9fbc;645dba5e689c8bd47ea0842c;Notices de documents du Centre de recherche et de restauration des musées de France (C2RMF);Notices de documents du Centre de recherche et de restauration des musées de France (C2RMF);"Le centre de recherche et de restauration des musées de France (C2RMF) met en œuvre, en liaison avec les conservateurs responsables des collections, la politique du service des musées de France de la direction générale des patrimoines en matière de recherche, de conservation préventive et de restauration des collections des musées de France.

Le département archives et bibliothèque constitue et conserve une documentation sur les matériaux, les techniques et la restauration des œuvres des institutions publiques décrites dans la base EROS (Europeen research open system).

Ce jeu de données permet l'accès aux notices des documents produits lors de la restauration ou de l'analyse des œuvres venues au Centre.

Chaque œuvre dispose d'un identifiant unique (numéro de référence C2RMF) qui se trouve dans les trois jeux de données.

Ces données sont proposés sous Licence ouverte (Etalab), c'est-à-dire gratuitement et dans des formats ouverts qui en permettent la réutilisation, tout en respectant la législation en vigueur (respect des différents secrets et intérêts protégés par la loi).

Les dossiers sont uniquement consultables sur place et sur rendez-vous à prendre auprès de l’adresse mail suivante : rv-doc.paris-c2rmf@culture.gouv.fr .  


En savoir plus :  <https://c2rmf.fr/venir-au-centre-de-documentation>";musees
7f928fd0-e419-4270-b085-03276f8d0521;645dba566328c14734f10162;Notices d'Images du Centre de recherche et de restauration des musées de France (C2RMF);Notices d'Images du Centre de recherche et de restauration des musées de France (C2RMF);"Le centre de recherche et de restauration des musées de France (C2RMF) met en œuvre, en liaison avec les conservateurs responsables des collections, la politique du service des musées de France de la direction générale des patrimoines en matière de recherche, de conservation préventive et de restauration des collections des musées de France.

Le département archives et bibliothèque constitue et conserve une documentation sur les matériaux, les techniques et la restauration des œuvres des institutions publiques décrites dans la base EROS (Europeen research open system).

Ce jeu de données permet l'accès aux notices d'images produites lors de la restauration ou de l'analyse des œuvres venues au Centre.

Chaque œuvre dispose d'un identifiant unique (numéro de référence C2RMF) qui se trouve dans les trois jeux de données.

Ces données sont proposés sous Licence ouverte (Etalab), c'est-à-dire gratuitement et dans des formats ouverts qui en permettent la réutilisation, tout en respectant la législation en vigueur (respect des différents secrets et intérêts protégés par la loi).

Les dossiers sont uniquement consultables sur place et sur rendez-vous à prendre auprès de l’adresse mail suivante : rv-doc.paris-c2rmf@culture.gouv.fr .  


En savoir plus :  <https://c2rmf.fr/venir-au-centre-de-documentation>";musees
b91f9d67-025e-4271-a6ee-53daa78bf13f;645b17000fe2ea7c74a08435;Dossiers nominatifs du fichier central de la Sûreté nationale (1870-1940);Dossiers nominatifs du fichier central de la Sûreté nationale (1870-1940);"Le [fichier central de la Sûreté nationale](https://www.siv.archives-nationales.culture.gouv.fr/siv/IR/FRAN_IR_050044), l’un des « fonds de Moscou », saisi par les Allemands en 1940, puis par l’Armée rouge avant d’être restitué entre 1994 et 2001, est l’un des fonds emblématiques des Archives nationales. Ce corpus d’archives du ministère de l'Intérieur est constitué de plus de 600 000 dossiers nominatifs de police de la Troisième République (années 1870-1940), qui concernent :

  * la surveillance politique ; 
  * le contrôle administratif des étrangers ; 
  * des individus ayant fait une demande de passeport et de carte d’identité ; 
  * des personnes recherchées ou condamnées par la justice (interdiction de séjour) ;  

  * la police des jeux (interdits de jeux, professionnels travaillant dans les cercles et jeux).



Entre 2020 et 2022, un projet collaboratif des Archives nationales en partenariat avec [Geneanet](https://www.archives-nationales.culture.gouv.fr/geneanet) et ses bénévoles a permis d’indexer entièrement les dossiers nominatifs à partir de répertoires semi-alphabétiques élaborés par les archivistes russes dans les années 1970. 

L'ensemble des données, interrogeables sur le [portail documentaire des Archives nationales](https://www.siv.archives-nationales.culture.gouv.fr/siv/IR/FRAN_IR_050044), sont proposées ici en open data afin d'en favoriser l'exploitation et la réutilisation. Le jeu de données mis à disposition comporte les informations suivantes :

  * Nom ;  

  * Prénoms ;  

  * Année de début du dossier ;  

  * Année de fin du dossier ;  

  * Wikidata : identification de personnalités ;  

  * Cote du dossier ;  

  * Numéro de dossier ;
  * URL de la notice sur le portail des Archives nationales ;
  * Contenu : dossier vide ou renvoi vers d'autres ressources.  




L’orthographe des noms et prénoms peut parfois être erronée (transcription d’époque par les policiers français, variantes phonétiques, lecture par les archivistes russes, voire erreur de retranscription par les archivistes et bénévoles français). 

Les dossiers sans indication de date sont généralement vides. La couverture temporelle peut donner une indication de l’épaisseur du dossier et du type de dossier : un dossier de type « police administrative » (contrôle des étrangers, démarches de passeports ou carte d’identité) est souvent assez fin et ne couvre qu’une à deux années ; la surveillance des personnalités connues (monde politique, littéraire, militants) donne souvent lieu à des dossiers dont les dates extrêmes sont supérieures à 5 ans. 

Les informations de la colonne « Wikidata » ne sont pas exhaustives. Y sont identifiés les dossiers de personnalités qui ont pu être trouvés au cours de recherches historiques ou lors de l’indexation collaborative. Sont concernés notamment des personnalités politiques et syndicales, des féministes, des espérantistes et des anarchistes. Ces données sont appelées à être mises à jour au fur et à mesure de signalements futurs.

Voir aussi la [fiche d'aide à la recherche sur le fichier central de la Sûreté nationale](https://www.siv.archives-nationales.culture.gouv.fr/siv/cms/content/helpGuide.action?uuid=a0068444-744e-4365-aedb-8d5113c6802c&version=13&typeSearch=AideRechercheType&searchString=moscou&echotest=moscou), ainsi que des [billets de blog ](https://labarchiv.hypotheses.org/tag/fichier-central)sur le projet et des pistes d’exploitation :   


  * [Indexer le Fichier central de la Sûreté](https://labarchiv.hypotheses.org/1619)
  * [Visualiser le Fichier central de la Sûreté ](https://labarchiv.hypotheses.org/1644)(à partir d’une exploitation des données de la lettre B, soit plus de 61 000 dossiers)
  * [Croiser le Fichier central de la Sûreté avec d’autres ressources](https://labarchiv.hypotheses.org/1666)";19e-siecle,20e-siecle,archives,histoire,individu,naturalisation,police,politique,prosopographie
9f55911c-63b2-4d33-8757-348abde08235;64420a8318228ca8eb2ca03c;Chiffres clés dans le secteur du livre;Chiffres clés dans le secteur du livre;"Le ministère de la culture (observatoire de l’économie du livre) met en ligne les séries longues des chiffres-clés du livre.

L’objectif de cette publication est d’améliorer l’observation du secteur du livre grâce à un meilleur recul sur ses évolutions.

Différentes rubriques ont été distinguées afin de faciliter leur lecture. Pour chaque indicateur, sont renseignés : le titre de l’indicateur ; la source ; les éventuelles ruptures de séries.

Le Ministère remercie les organismes publics et privés qui ont accepté que leurs données figurent dans cette publication. Il est recommandé aux personnes qui souhaitent utiliser les données de contacter ces organismes afin de mieux les interpréter. 

Ce tableau sera mis à jour régulièrement, à mesure que les données d’actualisation des indicateurs seront disponibles.Pour plus d'informations sur les variables, vous pouvez télécharger le document en annexe (voir onglet Export, export alternatif).";chiffres-cles,livre-lecture,statistiques
95e43e55-a8cf-4859-8fce-d43ba3b537e3;643e163ba4d39d1a7a538673;Nuit européenne des musées 2023;Nuit européenne des musées 2023;"La 19e Nuit européenne des musées se tient cette année, le **samedi 13 mai 2023** dans toute l'Europe.

[Pour plus d'informations](https://nuitdesmusees.culture.gouv.fr/) sur cette manifestation.

Ce jeu de données est alimenté au fil de l'eau, et mis à jour quotidiennement.";evenement,musees
743fe332-ecbe-43ae-9546-4331847d2825;643e1636a4d39d1a7a538672;Rendez-vous aux jardins 2023;Rendez-vous aux jardins 2023;"Les Rendez-vous aux Jardins se dérouleront les **2, 3 et 4 juin 2023**.

Pour [en savoir plus](https://rendezvousauxjardins.culture.gouv.fr/).

Ce jeu de données est alimenté au fil de l'eau et mis à jour quotidiennement.";evenement,patrimoine
fdd11c64-06b5-4aa0-9c0d-b4b2d443e129;642e445d0d25370b8c538672;Préfets et préfètes français depuis 1800;Préfets et préfètes français depuis 1800;"Les dossiers de carrière des fonctionnaires du ministère de l'Intérieur clos sont archivés et conservés par les Archives nationales. Depuis les années 1980, les dossiers des préfets ont fait l'objet de nombreuses études et publications scientifiques, à commencer par les dictionnaires biographiques des préfets en deux volumes ([1800-1870](https://sia.culture.fr/siv/IR/FRAN_IR_001513) et [1870-1982](https://sia.culture.fr/siv/IR/FRAN_IR_001514)) publiés par les Archives nationales sous la direction de René Bargeton. Un troisième volume consacré aux [préfets depuis 1982](https://sia.culture.fr/siv/IR/FRAN_IR_060133) a été publié en 2022, inventaire qui est appelé à s'enrichir au fur et à mesure des versements des dossiers de carrière des préfets.  
  
Ces inventaires dématérialisés et publiés en ligne ont font l'objet depuis 2018 d'un vaste travail d'alignements et d'enrichissements mutuels avec Wikidata, permettant ainsi d'élaborer ce jeu de données relatifs aux préfets et préfètes français depuis 1800.  
  
Ce jeu de données de près de 3900 individus comporte les informations suivantes :

  * Nom ;
  * Prénom ;
  * Sexe ; 
  * Lien vers la notice biographique sur le portail documentaire des Archives nationales ;
  * Lien d'entité Wikidata ;
  * Poste en département (le cas échéant) ;
  * Poste en département avec années d'exercice (le cas échéant) : autant que possible, ce sont les dates d’installation et non de nomination qui ont été retenues ;
  * Année de naissance (hors données soumises au RGPD) ;
  * Année de décès.



Figurent dans cette liste toutes les personnes ayant été préfet d’un département de 1800 à 2024, ainsi que les individus ayant été nommé préfet (hors cadre, chargé de mission, préfet délégué) jusque dans les années 1990. À noter : il est possible, notamment pendant la Seconde Guerre mondiale, qu’il y ait simultanément un préfet de région et un préfet délégué.

Cette liste est appelée à être mise à jour au fur et à mesure des versements des dossiers de carrière aux Archives nationales (généralement 6 ans après leur clôture par les services du ministère de l'Intérieur).

Pour en savoir plus : 

  * [Billet « Préfets 3.0 : du dictionnaire biographique imprimé aux données structurées en ligne »](https://labarchiv.hypotheses.org/1926) (carnet Hypothèses des Archives nationales).
  * Identifiants Wikidata : [Préfets 1800-1870](https://www.wikidata.org/wiki/Property:P4944) ; [Préfets 1870-1982](https://www.wikidata.org/wiki/Property:P4906) ; [Préfets depuis 1982](https://www.wikidata.org/wiki/Property:P11080).



_Mise à jour 22/05/2023 : ajout de données concernant 26 préfets et préfètes (versement d'archives 2023022)_

_Mise à jour 06/09/2023 : ajout de 5 individus manquants et de dates de décès en 2022 et 2023_

 _Mise à jour 06/11/2023 : ajout de 5 individus_

 _Mise à jour 28/01/2025 : ajout de 92 individus et mise à jour des fonctions pour la période 2020-2024_";19e-siecle,20e-siecle,21e-siecle,archives,biographie,femme,histoire,individu,prefet,statistiques
b85c5003-c7c6-4858-a80c-925c6d44a6eb;63ec58de3c8c492d2d1a2e1b;Itinéraires culturels du Conseil de l’Europe;Itinéraires culturels du Conseil de l’Europe;"Lancés par le Conseil de l’Europe en 1987, les Itinéraires Culturels démontrent, à travers le voyage dans le temps et l’espace, que le patrimoine de différents pays d’Europe contribue au patrimoine culturel commun. 

La France est aujourd’hui le pays d’Europe traversé par le plus grand nombre d’itinéraires culturels du Conseil de l’Europe, avec 31 itinéraires recensés sur les 48 certifiés en Europe. Pour en [savoir plus](https://www.culture.gouv.fr/Aides-demarches/Protections-labels-et-appellations/Programme-des-Itineraires-Culturels-du-Conseil-de-l-Europe-ICCE#Carte).";patrimoine
4823b6f8-65c9-480e-ba85-38d11011ffb9;63ec58db86b5c1d12a1a2e1c;"Label ""patrimoine européen""";"Label ""patrimoine européen""";"Ce label est décerné par l’Union européenne à des sites témoins de l'héritage européen et choisis pour leur valeur symbolique. Son objectif est d'aider les citoyens européens à mieux comprendre l’histoire de l’Europe et de la construction de l’Union ainsi que celle de leur patrimoine culturel commun.

Actuellement 48 sites européens ont été labellisés dont 5 français : Cluny (Bourgogne), la maison de Robert Schuman (Lorraine), le quartier européen de Strasbourg (Alsace), l’ancien camp de concentration de Natzweiler et ses camps annexes (France-Allemagne), le lieu de Mémoire au Chambon-sur-Lignon (Haute-Loire). Pour en [savoir plus](https://www.culture.gouv.fr/Aides-demarches/Protections-labels-et-appellations/Label-Patrimoine-europeen).";europe,patrimoine
5c3cc97d-539a-4938-b3dd-7d61d5b774ec;63c61dcb633c6fe129f0b7db;Voyages officiels de personnalités étrangères en France (1944-2018);Voyages officiels de personnalités étrangères en France (1944-2018);"Le service des voyages officiels, placé sous l'autorité de la direction générale de la Police nationale, s'occupe des mesures de sécurité autour des personnalités étrangères lors de leurs voyages officiels ou séjours privés.   
Les dossiers d'archives produits dans le cadre de ces missions sont conservés aux Archives nationales. Les différents inventaires détaillés ont permis d'établir une liste chronologique structurée et détaillée des voyages officiels de personnalités étrangères entre 1944 et 2018.   
  
Cette liste de près de 800 déplacements en France, qui ne prétend pas à l’exhaustivité, concerne uniquement les dirigeants en fonction.   


Seuls ont été retenus – autant que faire se peut - les voyages dit « officiels ». Ne sont donc concernés ni les passages ponctuels en France (pays de transit vers le continent américain ou la Grande-Bretagne), ni les séjours à titre privé. Certains dirigeants étrangers (par exemple Léopold Sédar Senghor) séjournaient plusieurs mois en France, alternant déplacements privés et visites officielles : ne figure dans ces cas-là qu'une seule entrée ""voyage officiel"" par année. 

Le jeu de données mis à disposition est constitué des informations suivantes :

  * Pays d'origine de l'individu ;  

  * Code pays ;  

  * Statut : chef·fe d’État, chef·fe de gouvernement, souverain·e et chef religieux ;
  * Individu ;
  * Contenu initial : notice dans l'inventaire d'archives ;  

  * Année de début du voyage officiel ;
  * Date de début du voyage officiel ;
  * Date de fin du voyage officiel ;
  * URL de la notice des Archives nationales ;  

  * Cote du dossier.



Un accès cartographique est proposé ici, basé sur la colonne _code pays._

Les dossiers d'archives du service des voyages officiels consultables aux Archives nationales sont généralement constitués des pièces suivantes : programme détaillé du déplacement (parfois brochure imprimée), ordre des voitures officielles, plan de tables, notes et correspondance relatives à la sécurité, coupures de presse.

Les données seront mises à jour lors des versements d'archives ultérieurs du service des voyages officiels.

Mise à jour le 20/04/2023 : ajout de 22 voyages officiels entre 2004 et 2008 (versement d'archives 20220621)

Mise à jour le 02/07/2025 : ajout de 232 voyages officiels entre 2006 et 2018 (versement d'archives 20250096)";20e-siecle,archives,deplacement-officiel,histoire,individu,politique,relations-diplomatiques
22ca9972-1a22-4eaf-ad1d-174d83b41ed9;63a5287d98eba18a5da80dc8;Base Autor, ressources biographiques et identification des auteurs;Base Autor, ressources biographiques et identification des auteurs;"Afin d'offrir une aide à l'identification des poinçons d'orfèvrerie, cette base de données présente un extrait des répertoires des orfèvres enregistrés par le bureau de la Garantie de Paris aux XIXe et XXe siècles (6 303 notices).  
  
La base comprend les champs suivants : référence de la notice, adresse de l’orfèvre, nom de la base, date de biffage, présence d’une image, date de la mise à jour et date de création de la notice, profession, numéro du registre de la Garantie, initiales de l'orfèvre, date d’insculpation, références ISNI, personnes associées, référence de la photographie associée sur la base Mémoire, nom de l’orfèvre, nom et prénom de l’orfèvre, précisions du nom, numéro du registre de la préfecture, prénom de l’orfèvre, producteur de la notice, symbole.";19e-siecle,20e-siecle,orfevre,patrimoine,poincons
