id.dataset,id.ressource,title.dataset,description.dataset,tags.dataset,column_name,column_datatype,python_type,score,nb_distinct,nb_missing_values,top_1,top_2,top_3,definition,llm_origin
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Cote_de_conservation_du_tirage,string,string,1.0,2303,501864,J/80/352/1,J/1996/96/9,J/1996/96/7,Identifiant de classement ou de rangement attribué à un tirage photographique dans les fonds d’archives.,mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Couleur,string,string,1.0,15,110538,Non,OUI,Oui,"Indication sur le caractère chromatique de l’image (noir et blanc, couleur, etc.), souvent noté sous forme binaire (Oui/Non).",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Date_dessin,year,string,1.0,3,597438,1989,1994,1993,Année ou période de réalisation d’un dessin ou d’un croquis documenté dans les archives.,mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Date_gravure,booleen,bool,1.0,1,597478,OUI,,,"Présence ou absence d’une date associée à une gravure, souvent validée par un booléen (Oui/Non) ou une année précise.",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Date_immatriculation_de_la_notice,string,string,1.0,445,94203,2005,2019,2021,Date à laquelle la notice documentaire a été officiellement enregistrée dans la base de données.,mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Date_de_l_oeuvre_representee,string,string,1.0,2364,566783,1948,1946,1885,"Année ou intervalle de création de l’œuvre (film, bâtiment, objet) représentée par la photographie.",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Date_de_l_original,string,string,1.0,516,594873,1940,s.d.,1951,"Date de réalisation ou de production de l’original (document, objet, etc.) avant sa reproduction photographique.",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Date_de_la_prise_de_vue,string,string,1.0,10686,149449,2003,1999,1990,Année ou date précise à laquelle la photographie a été prise.,mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Date_du_tirage,string,string,1.0,154,595528,2013,2011,1955 (avant),Date de production du tirage photographique à partir d’un négatif ou d’un fichier source.,mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Denomination_de_l_oeuvre,string,string,1.0,333,594873,maison,château,tribunal,"Nom ou titre officiel attribué à l’œuvre (bâtiment, objet, etc.) documentée par la photographie.",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Droits_de_diffusion,adresse,string,0.9886557005104936,16,498518,reproduction soumise à autorisation du titulaire des droits d'exploitation,reproduction soumise à autorisation du titulaire des droits d'exploitation du titulaire des droits d'exploitation,(c) Monuments historiques,"Conditions légales ou restrictions applicables à la reproduction ou à la diffusion de l’image (autorisations, copyright).",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Date_de_mise_a_jour_de_la_notice,date,date,1.25,532,90649,2024-07-09,2023-09-12,2023-06-26,Date de la dernière modification ou actualisation apportée à la notice documentaire.,mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Date_de_creation_de_la_notice,string,string,1.0,1468,134425,2009-12-18,2008-11-28,2019-06-30,Date à laquelle la notice descriptive a été initialement créée dans le système d’information.,mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Technique_support_et_dimensions_du_document_reproduit,string,string,1.0,2,597474,Dessin,établissement administratif ; préfecture ; ministère,,"Description des matériaux, techniques et dimensions du document original reproduit (ex. : dessin sur papier, 30x40 cm).",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Domaine,string,string,1.0,203,8380,Reportage,Architecture,architecture,"Thématique principale ou discipline associée au document (architecture, reportage, art, etc.).",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Departement,string,string,1.0,205,195631,75,06,13,Numéro du département français (ex. : 75 pour Paris) où est localisé le sujet ou le document.,mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Departement_en_toutes_lettres,departement,string,1.2477764601245185,186,198339,Paris,Alpes-Maritimes,Bouches-du-Rhône,"Nom complet du département français (ex. : Paris, Alpes-Maritimes) associé à la localisation du document.",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Echelle_du_graphique,string,string,1.0,199,593977,[échelle non déterminable],1/100,0.1,"Rapport de réduction ou d’agrandissement d’un plan, d’une carte ou d’un graphique, si applicable.",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Interpretation,string,string,1.0,0,597479,,,,"Commentaire ou analyse experte apportée sur le contenu ou la signification du document, si disponible.",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Edifice,string,string,1.0,32368,261561,Eglise,Maison,Château,"Type ou nom du bâtiment (église, château, maison) représenté ou documenté par la photographie.",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Code_du_producteur,string,string,1.0,26,498943,MHR93,MHR91,OA010,Code alphanumérique identifiant le producteur ou le service responsable de la création du document (ex. : MHR93 pour un service des Monuments historiques).,mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Exposition,string,string,1.0,274,591766,"Musée Leblanc, Paris, 1917","« Exposition rétrospective de l'art français des origines à 1800 », Paris, 15 avril – 12 novembre 1900, Petit Palais","« Images de la République démocratique allemande », exposition itinérante commandée par l'association Échanges franco-allemands, présentée entre 1968 et 1974","Nom et détails d’une exposition (lieu, dates, thème) où le document ou l’œuvre a été présenté.",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Format,string,string,1.0,1086,203904,Z,6x6,9x12,"Dimensions ou type de support de la photographie ou du document (ex. : 6x6 cm, Z pour format spécifique).",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Format_de_l_original,string,string,1.0,5874,587306,FI,FII, ,"Format ou standard technique de l’original (ex. : FI pour Film Inversible, FII pour Film Inversible II).",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Format_du_tirage,string,string,1.0,12592,494774,13x18 cm,18x24,18x24 cm,"Dimensions physiques du tirage photographique (ex. : 13x18 cm, 18x24 cm).",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Nom_du_producteur,string,string,1.0,191,300,SAP01,Conservation régionale des Monuments historiques Provence-Alpes-Côte d'Azur,SAP04,"Nom de l’organisme ou de la structure (ex. : SAP01, CRMH) ayant produit ou archivé le document.",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Lien_vers_l_image,string,string,1.0,587309,10169,memoire/sur_demande/sur_demande.jpg,memoire/MHR43_00392987ZA/mhr43_00392987za_p.jpg,memoire/AP11L00299/sap01_11l00299_p.jpg,URL ou chemin d’accès vers le fichier numérique de l’image dans la base de données ou le système d’archivage.,mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Code_Insee_de_la_commune,code_commune_insee,string,1.235213830755232,16159,206734,75056,06088,84007,Code officiel INSEE à 5 chiffres identifiant la commune française associée au document.,mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Justification_de_la_date_de_prise_de_vue,string,string,1.0,781,560800,Date d'enregistrement,récolement,Date estimée,"Source ou méthode utilisée pour déterminer la date de la photographie (estimation, archive, etc.).",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Notice_biographique,string,string,1.0,171,468222,AW00195,AW00279,AW00159,Référence ou identifiant d’une notice biographique liée à une personne représentée ou mentionnée dans le document.,mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,References_Palissy_Merimee_lien_notice_en_cours,string,string,1.0,11178,575639,IM28000460,IA67007714;IA67007715;PA00084783,IM25999998,Identifiants des bases Palissy ou Mérimée associés à l’œuvre ou au document (ex. : IM28000460).,mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Legende,string,string,1.0,325965,15071,Vue générale,Vue d'ensemble,Vue générale.,Texte descriptif accompagnant l’image pour en expliquer le contenu ou le contexte (ex. : « Vue générale »).,mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Mots_candidats,string,string,1.0,12,596844,Vue extérieure,Epoque 19ème,Décor floral,"Termes ou expressions proposés pour indexer ou décrire le document, en attente de validation (ex. : « Vue extérieure »).",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Liens_externes,string,string,1.0,1,597460,PA00091951,,,"Références ou identifiants vers des ressources externes (bases de données, catalogues) liées au document.",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Lieudit,string,string,1.0,5222,563669,Rouzat,Bois de Boulogne,Washington Square Park,"Nom d’un lieu-dit, quartier ou espace géographique précis où a été prise la photographie ou localisé le sujet.",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Lieu_de_conservation_du_document_reproduit_ou_de_l_objet,string,string,1.0,2574,539775,Île-de-France ; Yvelines ; Montigny-le-Bretonneux ; Médiathèque du patrimoine et de la photographie (fort de Saint-Cyr),Île-de-France ; Val-de-Marne ; Charenton-le-Pont ; Médiathèque du patrimoine et de la photographie,Conservation des antiquités et des objets d’art de l'Ardèche,"Localisation physique (institution, adresse) où est conservé l’original ou l’objet reproduit.",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Lieu_de_conservation_de_la_photographie,string,string,1.0,0,597479,,,,"Emplacement des archives où est stockée la photographie originale (négatif, tirage).",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Lieu_de_conservation_du_tirage,string,string,1.0,49,425761,Île-de-France ; Yvelines ; Montigny-le-Bretonneux ; Médiathèque du patrimoine et de la photographie (fort de Saint-Cyr),Île-de-France ; Val-de-Marne ; Charenton-le-Pont ; Médiathèque du patrimoine et de la photographie,Île-de-France ; Val-de-Marne ; Charenton-le-Pont ; Médiathèque du patrimoine et de la photographie,Institution ou service (ex. : Médiathèque du patrimoine) où est conservé le tirage photographique.,mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Lieu_de_conservation_de_l_original,string,string,1.0,2880,581880,Conservation régionale des monuments historiques,Direction Régionale des Affaires Culturelles d’Occitanie,Direction Régionale des Affaires Culturelles de Nouvelle-Aquitaine,"Lieu (musée, archives, collection privée) où est conservé l’original du document reproduit.",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Localisation,string,string,1.0,23582,42917,France,France ; Île-de-France ; Paris ; Paris,France ; Provence-Alpes-Côte d'Azur ; Alpes-Maritimes ; Nice,"Indication géographique hiérarchisée (pays, région, département, commune) du sujet ou du document.",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Rang_d_affichage_de_l_image_dans_les_bases_Palissy_et_Merimee,string,string,1.0,84,589077,1,Oui,image,Position ou priorité de l’image dans l’affichage des notices des bases Palissy et Mérimée.,mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Mot_clef_geographique,string,string,1.0,3844,567978,Antilles,Seine (fleuve),Manche (mer),"Terme géographique (fleuve, montagne, région) utilisé pour indexer le document (ex. : « Seine », « Manche »).",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Mot_clef,string,string,1.0,38285,445002,architecture religieuse,sculpture,Vitrail,"Termes thématiques (ex. : « architecture religieuse », « vitrail ») décrivant le contenu ou le sujet du document.",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Identitie_de_la_personne_photographiee,string,string,1.0,21033,532136,"Bernhardt, Sarah (1844-1923)","Antoine, Marthe;Antoine, Jean",Réjane (1856-1920),Nom et dates de vie (si connues) de la personne représentée sur la photographie.,mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Annotations_presentes_sur_le_negatif,string,string,1.0,13935,571063,Appareil utilisé : Leica,Appareil utilisé : Vérascope Richard,"Signé, daté, légendé","Mentions manuscrites, tampons ou inscriptions apparentes sur le support du négatif (ex. : date, signature).",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Annotations_presentes_sur_l_original,string,string,1.0,2245,592335, ,R CHARTIER,SPERANZA,"Notes, signatures ou marques présentes sur l’original (document, objet) avant reproduction.",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Annontations_presentes_sur_le_tirage,string,string,1.0,16808,561552,[Tampon] Committee on Public Information,"[Tampon] Leipziger Presse-Büro ; [Tampon] Section photographique de l'armée, 3 rue de Valois",[Tirage signé par l’auteur] ; [Tampon à sec de l’auteur],"Inscriptions, tampons ou annotations visibles sur le tirage photographique (ex. : cachet d’archives).",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Precisions,string,string,1.0,1,338399,"Pour des raisons de lisibilité, le négatif est présenté en positif sur cette base",,,Informações complémentaires sur le document ou son traitement (ex. : « Numérisation à partir du tirage »).,mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Numero_du_support,string,string,1.0,25683,502100,0110,0113,0111,"Numéro d’identification attribué au support physique (CD, disque) contenant le document numérisé.",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Numero_donne_par_le_photographe,string,string,1.0,92191,452572,[K ss n°],2,D1,Référence ou numéro attribué par le photographe lui-même à sa prise de vue ou à son œuvre.,mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Numero_du_CD,string,string,1.0,1334,503948,SAP01_000634_I_1,DOC_MH_dpt13_2010,DOC_MH_dpt84_2010,Identifiant unique d’un CD ou support numérique contenant des images ou données archivées.,mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Numero_du_fonds,string,string,1.0,0,597479,,,,"Numéro de classement du fonds documentaire auquel appartient le document, si applicable.",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Numero_du_phototype,string,string,1.0,100058,497408,20103011531Z,04044129ZA,04130647ZA,"Référence alphanumérique attribuée à un phototype (négatif, diapositive) dans les collections.",mistral-large-latest
6842b8e772325215e9dbf196,ad59533c-1c18-4eb4-a079-7e061ec5dbcd,MEMOIRE FONDS MPP,"TEST MEMOIRE
",,Numero_d_operation,string,string,1.0,0,597479,,,,"Numéro interne lié à une opération d’inventaire, de numérisation ou de traitement documentaire.",mistral-large-latest
